Seed vertex: 115026
alpha	conductance		time taken (seconds)
1E-05	0.007692307692307693	0.866
0.05	0.007874015748031496	0.863
0.1	0.007874015748031496	0.927
0.15	0.007874015748031496	0.787
0.2	0.007874015748031496	0.737
0.25	0.007874015748031496	0.736
0.3	0.007874015748031496	0.712
0.35	0.007874015748031496	0.659
0.4	0.007874015748031496	0.941
0.45	0.007874015748031496	0.726
0.5	0.007874015748031496	0.706
0.55	0.007874015748031496	0.768
0.6	0.007874015748031496	0.714
0.65	0.007874015748031496	0.753
0.7	0.007874015748031496	0.717
0.75	0.007874015748031496	0.789
0.8	0.007874015748031496	0.755
0.85	0.007874015748031496	0.744
0.9	0.007874015748031496	0.708
0.95	0.007874015748031496	0.782

Seed vertex: 129452
alpha	conductance		time taken (seconds)
1E-05	0.011494252873563218	0.727
0.05	0.011494252873563218	0.693
0.1	0.011494252873563218	0.643
0.15	0.011494252873563218	0.72
0.2	0.011494252873563218	0.643
0.25	0.011494252873563218	0.705
0.3	0.011494252873563218	0.635
0.35	0.011494252873563218	0.665
0.4	0.011494252873563218	0.632
0.45	0.011494252873563218	0.724
0.5	0.011494252873563218	0.619
0.55	0.011494252873563218	0.682
0.6	0.011494252873563218	0.648
0.65	0.011494252873563218	0.714
0.7	0.011494252873563218	0.722
0.75	0.011494252873563218	0.713
0.8	0.011494252873563218	0.78
0.85	0.011494252873563218	0.739
0.9	0.011494252873563218	0.823
0.95	0.011494252873563218	0.785

Seed vertex: 121643
alpha	conductance		time taken (seconds)
1E-05	0.014285714285714285	0.77
0.05	0.014285714285714285	0.769
0.1	0.014285714285714285	0.693
0.15	0.014285714285714285	0.775
0.2	0.014285714285714285	0.764
0.25	0.014285714285714285	0.784
0.3	0.014285714285714285	0.736
0.35	0.014285714285714285	0.674
0.4	0.014285714285714285	0.65
0.45	0.014285714285714285	0.785
0.5	0.014285714285714285	0.653
0.55	0.014285714285714285	0.766
0.6	0.014285714285714285	0.658
0.65	0.014285714285714285	0.742
0.7	0.014285714285714285	0.715
0.75	0.014285714285714285	0.693
0.8	0.014285714285714285	0.724
0.85	0.014285714285714285	0.725
0.9	0.014285714285714285	0.695
0.95	0.014285714285714285	0.728

Seed vertex: 88404
alpha	conductance		time taken (seconds)
1E-05	0.0060790273556231	0.681
0.05	0.006211180124223602	0.796
0.1	0.006211180124223602	0.743
0.15	0.006211180124223602	0.861
0.2	0.006211180124223602	0.713
0.25	0.006211180124223602	0.72
0.3	0.006211180124223602	0.733
0.35	0.006211180124223602	0.766
0.4	0.006211180124223602	0.797
0.45	0.006211180124223602	0.703
0.5	0.006211180124223602	0.784
0.55	0.006211180124223602	0.732
0.6	0.006211180124223602	0.762
0.65	0.006211180124223602	0.726
0.7	0.006211180124223602	0.803
0.75	0.006211180124223602	0.829
0.8	0.006211180124223602	0.774
0.85	0.006211180124223602	0.77
0.9	0.006211180124223602	0.835
0.95	0.006211180124223602	0.842

Seed vertex: 32632
alpha	conductance		time taken (seconds)
1E-05	0.00021244954323348204	0.745
0.05	0.00021244954323348204	0.707
0.1	0.00021244954323348204	0.767
0.15	0.00021244954323348204	0.75
0.2	0.00021244954323348204	0.731
0.25	0.00021244954323348204	0.743
0.3	0.00021244954323348204	0.701
0.35	0.00021244954323348204	0.735
0.4	0.00021244954323348204	0.662
0.45	0.00021244954323348204	0.69
0.5	0.00021244954323348204	0.921
0.55	0.00021244954323348204	0.914
0.6	0.00021244954323348204	0.788
0.65	0.00021244954323348204	0.655
0.7	0.00021244954323348204	0.738
0.75	0.00021244954323348204	0.716
0.8	0.00021244954323348204	0.655
0.85	0.00021244954323348204	0.82
0.9	0.00021244954323348204	0.822
0.95	0.00021244954323348204	0.765

Seed vertex: 88518
alpha	conductance		time taken (seconds)
1E-05	0.00904977375565611	0.798
0.05	0.00904977375565611	0.806
0.1	0.00904977375565611	0.757
0.15	0.00904977375565611	0.753
0.2	0.00904977375565611	0.766
0.25	0.00904977375565611	0.746
0.3	0.00904977375565611	0.734
0.35	0.00904977375565611	0.762
0.4	0.00904977375565611	0.676
0.45	0.00904977375565611	0.708
0.5	0.00904977375565611	0.693
0.55	0.00904977375565611	0.743
0.6	0.00904977375565611	0.961
0.65	0.00904977375565611	0.827
0.7	0.00904977375565611	0.858
0.75	0.00904977375565611	0.741
0.8	0.00904977375565611	0.725
0.85	0.00904977375565611	0.727
0.9	0.00904977375565611	0.683
0.95	0.00904977375565611	0.699

Seed vertex: 143501
alpha	conductance		time taken (seconds)
1E-05	0.019362114855415707	0.675
0.05	0.01988225248303447	0.785
0.1	0.018719806763285024	0.703
0.15	0.017045454545454544	0.665
0.2	0.01643489254108723	0.687
0.25	0.016029593094944512	0.741
0.3	0.016029593094944512	0.661
0.35	0.016029593094944512	0.692
0.4	0.016029593094944512	0.662
0.45	0.016029593094944512	0.705
0.5	0.016029593094944512	0.728
0.55	0.016029593094944512	0.666
0.6	0.016029593094944512	0.681
0.65	0.016029593094944512	0.742
0.7	0.016029593094944512	0.645
0.75	0.016029593094944512	0.693
0.8	0.016029593094944512	0.645
0.85	0.016029593094944512	0.723
0.9	0.016029593094944512	0.711
0.95	0.016029593094944512	0.702

Seed vertex: 70034
alpha	conductance		time taken (seconds)
1E-05	0.010256410256410256	0.736
0.05	0.010256410256410256	0.771
0.1	0.010256410256410256	0.675
0.15	0.010256410256410256	0.813
0.2	0.010256410256410256	0.766
0.25	0.010256410256410256	0.817
0.3	0.010256410256410256	0.968
0.35	0.010256410256410256	0.7
0.4	0.010256410256410256	0.822
